Time,QR,Line,ESD
21-02-2022 09:40:07 UTC,7352210450,Line 1,"13,708430528640747"
21-02-2022 09:40:09 UTC,7352210450,Line 1,"14,057142535845468"
21-02-2022 09:40:11 UTC,7352210450,Line 1,"14,4058545430501"
21-02-2022 09:40:13 UTC,7352210450,Line 1,"14,057142535845468"
21-02-2022 09:40:15 UTC,7352210450,Line 1,"13,359718521436026"
21-02-2022 09:40:17 UTC,7352210450,Line 1,"14,057142535845468"
21-02-2022 09:40:19 UTC,7352210450,Line 1,"13,708430528640747"
21-02-2022 09:40:21 UTC,7352210450,Line 1,"13,708430528640747"
21-02-2022 09:40:23 UTC,7352210450,Line 1,"14,057142535845468"
21-02-2022 09:40:25 UTC,7352210450,Line 1,"14,057142535845468"
21-02-2022 09:40:27 UTC,7352210450,Line 1,"14,754566550254822"
21-02-2022 09:40:29 UTC,7352210450,Line 1,"14,4058545430501"
21-02-2022 09:40:31 UTC,7352210450,Line 1,"14,4058545430501"
21-02-2022 09:40:33 UTC,7352210450,Line 1,"13,708430528640747"
21-02-2022 09:40:35 UTC,7352210450,Line 1,"13,708430528640747"
21-02-2022 09:40:38 UTC,7352210450,Line 1,"13,708430528640747"
21-02-2022 09:40:40 UTC,7352210450,Line 1,"13,708430528640747"
21-02-2022 09:40:42 UTC,7352210450,Line 1,"14,057142535845468"
21-02-2022 09:40:44 UTC,7352210450,Line 1,"13,708430528640747"
21-02-2022 09:40:46 UTC,7352210450,Line 1,"13,708430528640747"
21-02-2022 09:40:48 UTC,7352210450,Line 1,"13,708430528640747"
21-02-2022 09:40:50 UTC,7352210450,Line 1,"13,359718521436026"
21-02-2022 09:40:52 UTC,7352210450,Line 1,"13,011006514231394"
21-02-2022 09:40:54 UTC,7352210450,Line 1,"13,359718521436026"
21-02-2022 09:40:56 UTC,7352210450,Line 1,"13,708430528640747"
21-02-2022 09:40:58 UTC,7352210450,Line 1,"13,359718521436026"
21-02-2022 09:41:00 UTC,7352210450,Line 1,"13,708430528640747"
21-02-2022 09:41:02 UTC,7352210450,Line 1,"12,662294507026672"
21-02-2022 09:41:04 UTC,7352210450,Line 1,"13,011006514231394"
21-02-2022 09:41:06 UTC,7352210450,Line 1,"13,011006514231394"
21-02-2022 09:41:08 UTC,7352210450,Line 1,"13,359718521436026"
21-02-2022 09:41:10 UTC,7352210450,Line 1,"12,662294507026672"
21-02-2022 09:41:12 UTC,7352210450,Line 1,"12,662294507026672"
21-02-2022 09:41:14 UTC,7352210450,Line 1,"12,662294507026672"
21-02-2022 09:41:16 UTC,7352210450,Line 1,"12,662294507026672"
21-02-2022 09:41:18 UTC,7352210450,Line 1,"12,313582499821951"
21-02-2022 09:41:20 UTC,7352210450,Line 1,"12,662294507026672"
21-02-2022 09:41:23 UTC,7352210450,Line 1,"12,662294507026672"
21-02-2022 09:41:25 UTC,7352210450,Line 1,"12,662294507026672"
